order_id,product_id,customer_id,date,size,channel,price
1120100,5011,1402561,10/01/2023,12,search_bing,$110.00
1120101,5096,1402573,10/25/2023,8,email_existing,$190.00
1120102,5131,1403036,11/29/2023,10,email_new_user,$55.00
1120103,5034,1402533,10/10/2023,14,email_new_user,$210.00
1120104,5060,1402881,11/29/2023,7,search_google,$90.00
1120105,5119,1402817,11/29/2023,6,Google,$60.00
1120106,5121,1402688,10/16/2023,7,social_fb,$45.00
1120107,5087,1402656,10/27/2023,10,Google,$205.00
1120108,5045,1402758,10/19/2023,12,Google,$110.00
1120109,5064,1402694,10/07/2023,7,search_google,$60.00
1120110,5067,1402611,10/23/2023,7,Google,$90.00
1120111,5100,1402793,10/25/2023,5,affiliate_display,$185.00
1120112,5035,1403098,10/04/2023,6,email_new_user,$80.00
1120113,5039,1402591,10/23/2023,7,email_new_user,$195.00
1120114,5092,1402874,10/24/2023,9,social_tiktok,$195.00
1120115,5103,1402585,10/22/2023,7,search_google,$230.00
1120116,5039,1402752,10/06/2023,10,email_existing,$180.00
1120117,5047,1402863,10/01/2023,13,search_google,$75.00
1120118,5098,1402823,10/04/2023,10,TikTok,$225.00
1120119,5123,1403034,10/09/2023,11,affiliate_text,$50.00
1120120,5021,1402748,10/14/2023,11,GA,$65.00
1120121,5032,1402976,11/28/2023,8,social_twitter,$100.00
1120122,5013,1403028,10/16/2023,12,email_existing,$120.00
1120123,5080,1402652,10/15/2023,8,email_new_user,$120.00
1120124,5085,1402671,10/04/2023,9,social_fb,$80.00
1120125,5084,1403009,10/08/2023,10,affiliate_text,$80.00
1120126,5094,1402971,10/21/2023,6,email_existing,$250.00
1120127,5081,1403035,10/01/2023,8,Google Analytics,$75.00
1120128,5110,1403027,11/30/2023,6,social_tiktok,$215.00
1120129,5073,1402966,10/15/2023,7,Bing,$50.00
1120130,5120,1402900,10/02/2023,9,email_new_user,$60.00
1120131,5066,1402912,10/09/2023,6,search_bing,$75.00
1120132,5028,1402724,10/06/2023,9,Yahoo,$70.00
1120133,5096,1403074,10/23/2023,10,email_new_user,$220.00
1120134,5139,1402716,10/18/2023,8,search_google,$65.00
1120135,5012,1402523,10/29/2023,10,email_existing,23%
1120136,5090,1402734,10/24/2023,7,email_existing,$75.00
1120137,5109,1402973,10/12/2023,7,email_existing,$190.00
1120138,5021,1402988,10/22/2023,10,search_google,$60.00
1120139,5134,1402718,10/30/2023,13,google_search,$30.00
1120140,5137,1402801,10/08/2023,9,FB,$30.00
1120141,5039,1403032,10/08/2023,11,email_existing,$195.00
1120142,5044,1402738,10/02/2023,9,social_tiktok,$80.00
1120143,5006,1402801,10/30/2023,9,search_google,$70.00
1120144,5071,1402839,10/05/2023,5,email_existing,$55.00
1120145,5085,1402963,10/14/2023,9,search_yahoo,$75.00
1120146,5102,1402545,10/05/2023,8,search_google,$190.00
1120147,5065,1403067,10/19/2023,9,social_tiktok,$95.00
1120148,5106,1402693,10/05/2023,6,search_google,$200.00
1120149,5036,1402902,10/20/2023,7,email_new_user,$230.00
1120150,5026,1403064,10/22/2023,8,email_existing,$95.00
1120151,5066,1402567,10/15/2023,6,search_google,$75.00
1120152,5036,1402556,10/16/2023,9,email_new_user,$230.00
1120153,5067,1402622,11/25/2023,11,social_fb,$105.00
1120154,5000,1402954,10/16/2023,8,search_google,$95.00
1120155,5000,1402975,10/12/2023,8,email_new_user,$110.00
1120156,5025,1403072,10/07/2023,6,social_fb,$100.00
1120157,5035,1402924,10/21/2023,9,search_google,$70.00
1120158,5139,1402933,10/31/2023,11,search_bing,$55.00
1120159,5048,1403039,10/25/2023,7,search_bing,$190.00
1120160,5087,1402591,11/22/2023,10,email_existing,$205.00
1120161,5027,1402735,11/09/2023,8,GA,$130.00
1120162,5055,1402878,11/28/2023,10,social_fb,$235.00
1120163,5034,1402759,11/27/2023,7,affiliate_text,$225.00
1120164,5012,1402556,11/25/2023,9,Bing,$70.00
1120165,5026,1402819,11/24/2023,9,email_new_user,$95.00
1120166,5018,1402830,11/12/2023,13,Bing,$75.00
1120167,5125,1402980,11/18/2023,13,email_new_user,$45.00
1120168,5050,1402864,11/11/2023,6,email_existing,$95.00
1120169,5094,1402944,11/12/2023,7,search_bing,$250.00
1120170,5073,1402580,11/30/2023,8,email_existing,$50.00
1120171,5124,1402542,11/19/2023,12,search_google,$60.00
1120172,5121,1402899,11/26/2023,11,search_google,$40.00
1120173,5045,1402547,11/23/2023,10,social_tiktok,$130.00
1120174,5018,1402785,11/26/2023,6,email_existing,$90.00
1120175,5121,1402704,11/19/2023,8,email_existing,$40.00
1120176,5118,1402835,11/16/2023,10,search_google,$60.00
1120177,5083,1402876,11/07/2023,7,Yahoo,$115.00
1120178,5087,1402654,11/16/2023,8,affiliate_text,$205.00
1120179,5052,1403065,11/30/2023,9,email_existing,$65.00
1120180,5025,1402753,11/30/2023,12,search_google,$100.00
1120181,5062,1402620,11/18/2023,6,email_existing,$110.00
1120182,5128,1402806,11/07/2023,7,email_existing,$55.00
1120183,5058,1403030,11/16/2023,8,email_existing,$95.00
1120184,5011,1403088,11/11/2023,7,email_existing,$110.00
1120185,5139,1402722,11/21/2023,11,search_bing,$65.00
1120186,5086,1402869,11/08/2023,11,affiliate_display,$115.00
1120187,5016,1402998,11/30/2023,9,social_tiktok,$55.00
1120188,5043,1403036,11/27/2023,10,email_existing,$210.00
1120189,5068,1402938,11/25/2023,4,social_fb,$85.00
1120190,5016,1403066,11/16/2023,9,search_yahoo,$60.00
1120191,5100,1402584,11/12/2023,8,search_google,$170.00
1120192,5028,1403025,11/22/2023,8,Bing,$65.00
1120193,5033,1402671,11/19/2023,9,affiliate_display,$90.00
1120194,5095,1402653,11/25/2023,9,social_fb,$180.00
1120195,5122,1402842,11/19/2023,7,email_existing,$35.00
1120196,5014,1403016,11/20/2023,9,search_google,$65.00
1120197,5015,1402622,11/21/2023,10,email_new_user,$70.00
1120198,5008,1402816,11/07/2023,7,social_tiktok,$105.00
1120199,5011,1402590,11/02/2023,10,search_yahoo,$95.00
1120200,5045,1402711,11/05/2023,7,email_new_user,$130.00
1120201,5121,1402757,11/19/2023,11,affiliate_display,$40.00
1120202,5087,1402959,11/16/2023,7,social_fb,$190.00
1120203,5111,1403097,11/16/2023,6,search_bing,$155.00
1120204,5136,1402567,11/19/2023,7,email_new_user,$35.00
1120205,5076,1402601,11/29/2023,7,social_fb,$120.00
1120206,5026,1402933,11/09/2023,10,email_new_user,$110.00
1120207,5087,1402650,11/27/2023,5,search_google,$220.00
1120208,5129,1402835,11/03/2023,11,email_newuser,$70.00
1120209,5051,1402941,11/09/2023,8,FB,$75.00
1120210,5007,1402920,11/24/2023,10,Google Analytics,$50.00
1120211,5024,1402524,11/18/2023,11,search_google,$125.00
1120212,5124,1402591,11/22/2023,9,social_tiktok,$65.00
1120213,5066,1402755,11/15/2023,6,email_existing,$75.00
1120214,5097,1403076,11/27/2023,5,social_twitter,$185.00
1120215,5048,1402830,11/15/2023,12,email_existing,$220.00
1120216,5011,1403086,11/27/2023,9,email_new_user,$95.00
1120217,5043,1402627,11/02/2023,8,email_existing,$225.00
1120218,5025,1402616,11/15/2023,11,search_google,$100.00
1120219,5123,1402538,11/08/2023,9,email_new_user,$60.00
1120220,5047,1402624,11/25/2023,11,Google Analytics,$80.00
1120221,5090,1402798,11/18/2023,8,google_search,$70.00
1120222,5096,1402694,11/26/2023,6,email_existing,$220.00
1120223,5042,1403027,11/19/2023,8,search_yahoo,$80.00
1120224,5100,1402939,11/20/2023,7,email_existing,120%
1120225,5080,1403016,12/06/2023,7,search_google,$110.00
1120226,5106,1402772,12/25/2023,9,email_existing,$185.00
1120227,5054,1402801,12/24/2023,9,search_google,$75.00
1120228,5032,1403096,12/18/2023,11,Google,$105.00
1120229,5112,1402600,12/14/2023,6,email_new_user,$145.00
1120230,5091,1402639,12/02/2023,7,email_new_user,$245.00
1120231,5047,1402579,12/04/2023,11,search_google,$80.00
1120232,5030,1402844,12/16/2023,13,email_existing,$95.00
1120233,5054,1402962,12/21/2023,9,social_fb,$80.00
1120234,5070,1402906,12/24/2023,11,email_newuser,$120.00
1120235,5068,1402852,12/19/2023,7,email_new_user,$100.00
1120236,5021,1402908,12/08/2023,10,search_google,$60.00
1120237,5021,1402635,12/14/2023,10,social_fb,$65.00
1120238,5082,1402630,12/05/2023,10,search_google,$65.00
1120239,5036,1402710,12/03/2023,11,email_existing,$200.00
1120240,5029,1402827,12/06/2023,8,email_new_user,$110.00
1120241,5042,1402684,12/22/2023,12,email_existing,$85.00
1120242,5056,1402883,12/29/2023,7,email_newuser,$65.00
1120243,5091,1402642,12/13/2023,8,search_google,$225.00
1120244,5061,1402689,12/15/2023,7,email_existing,$80.00
1120245,5115,1403094,12/24/2023,9,email_existing,$180.00
1120246,5097,1402794,12/22/2023,7,search_google,$185.00
1120247,5087,1402535,12/07/2023,7,email_new_user,$205.00
1120248,5012,1402737,12/03/2023,10,affiliate_text,$70.00
1120249,5125,1402796,12/02/2023,8,social_fb,$45.00
1120250,5038,1402870,12/20/2023,10,social_fb,$180.00
1120251,5129,1402879,12/31/2023,10,Google,$75.00
1120252,5127,1402918,12/15/2023,11,email_existing,$40.00
1120253,5011,1402545,12/08/2023,9,search_google,$95.00
1120254,5052,1402844,12/31/2023,8,Google Analytics,$75.00
1120255,5038,1403066,12/12/2023,7,email_existing,$195.00
1120256,5030,1402527,12/20/2023,11,social_twitter,$90.00
1120257,5118,1402792,12/02/2023,10,search_google,$50.00
1120258,5043,1402760,12/06/2023,7,email_new_user,$245.00
1120259,5115,1402688,12/17/2023,4,affiliate_text,$180.00
1120260,5082,1402600,12/09/2023,6,email_new_user,$65.00
1120261,5100,1402938,12/05/2023,9,social_fb,$185.00
1120262,5039,1402812,12/20/2023,8,social_fb,$180.00
1120263,5085,1402707,12/23/2023,8,search_yahoo,$75.00
1120264,5051,1402920,12/09/2023,9,search_google,$70.00
1120265,5032,1402703,12/11/2023,8,Bing,$105.00
1120266,5122,1403052,12/15/2023,10,search_yahoo,$35.00
1120267,5104,1402826,12/27/2023,9,social_fb,$205.00
1120268,5104,1403027,12/09/2023,8,affiliate_display,$190.00
1120269,5081,1402851,12/01/2023,4,search_bing,$85.00
1120270,5054,1403086,12/20/2023,8,Google,$70.00
1120271,5134,1403104,12/20/2023,8,search_google,$35.00
1120272,5084,1402612,12/03/2023,7,email_existing,$95.00
1120273,5015,1403065,12/23/2023,10,search_google,$65.00
1120274,5008,1402810,12/11/2023,7,search_google,$115.00
1120275,5071,1402860,12/14/2023,7,Facebook Ads,$60.00
1120276,5124,1402897,12/03/2023,7,affiliate_display,$70.00
1120277,5011,1402689,12/05/2023,10,search_google,$95.00
1120278,5113,1402931,12/14/2023,10,email_existing,$160.00
1120279,5092,1402550,12/03/2023,8,search_google,$210.00
1120280,5069,1402967,12/28/2023,9,email_existing,$95.00
1120281,5128,1402537,12/09/2023,10,social_fb,$60.00
1120282,5105,1402872,12/04/2023,10,search_google,$225.00
1120283,5131,1402853,12/05/2023,10,Google,$60.00
1120284,5074,1403041,12/17/2023,7,search_google,$115.00
1120285,5085,1402547,12/19/2023,7,affiliate_display,$80.00
1120286,5030,1402528,12/18/2023,9,search_google,$95.00
1120287,5023,1402528,12/06/2023,11,email_new_user,$55.00
1120934,5048,1402846,01/06/2024,10,search_google,$190.00
1120935,5023,1402552,01/28/2024,9,social_fb,$50.00
1120936,5043,1402700,01/17/2024,11,email_existing,$245.00
1120937,5027,1402969,01/02/2024,9,Yahoo,$130.00
1120938,5041,1402942,01/16/2024,7,email_existing,$230.00
1120939,5045,1402622,01/28/2024,9,social_fb,$120.00
1120940,5021,1403055,01/03/2024,8,Bing,$65.00
1120941,5022,1402642,01/20/2024,12,search_google,$105.00
1120942,5023,1402782,01/04/2024,7,affiliate_text,$55.00
1120943,5021,1403052,01/14/2024,6,search_google,$60.00
1120944,5039,1402713,01/08/2024,12,Bing,$165.00
1120945,5034,1402737,01/29/2024,6,search_google,$210.00
1120946,5034,1402540,01/21/2024,8,email_existing,$210.00
1120947,5024,1402648,01/28/2024,7,GA,$115.00
1120948,5044,1402600,01/24/2024,8,search_google,$80.00
1120949,5044,1402687,01/10/2024,10,Facebook Ads,$80.00
1120950,5022,1402935,01/09/2024,9,email_existing,$105.00
1120951,5021,1402962,01/30/2024,9,affiliate_text,$60.00
1120952,5037,1402580,01/20/2024,11,search_google,$80.00
1120953,5040,1403041,01/08/2024,6,affiliate_display,$90.00
1120954,5034,1402720,01/25/2024,9,email_new_user,$245.00
1120955,5037,1402881,01/17/2024,34,Google,$80.00
1120956,5035,1402710,01/07/2024,8,search_yahoo,$80.00
1120957,5023,1402812,01/03/2024,8,social_fb,$55.00
1120958,5044,1402669,01/02/2024,11,email_new_user,$80.00
1120959,5041,1402916,01/21/2024,12,search_google,$195.00
1120960,5042,1402607,01/22/2024,10,google_search,$80.00
1120961,5021,1402596,01/23/2024,9,search_bing,$70.00
1120962,5028,1403078,01/17/2024,7,email_new_user,$75.00
1120963,5032,1402525,01/13/2024,100,search_bing,$90.00
1120964,5040,1402778,01/31/2024,12,search_bing,$95.00
1120965,5039,1402588,01/21/2024,9,search_yahoo,$165.00
1120966,5027,1402947,01/23/2024,10,social_twitter,$110.00
1120967,5041,1403062,01/24/2024,9,email_new_user,$195.00
1120968,5041,1402852,01/06/2024,11,search_google,$230.00
1120969,5047,1402603,01/31/2024,15,affiliate_display,$70.00
1120970,5025,1402813,01/30/2024,11,search_bing,$100.00
1120971,5032,1402713,01/13/2024,8,Google,$105.00
1120972,5039,1402876,01/16/2024,8,affiliate_text,$180.00
1120973,5032,1403072,01/09/2024,12,email_existing,$90.00
1120974,5021,1402906,01/09/2024,9,affiliate_display,$60.00
1120975,5030,1402933,01/22/2024,9,social_fb,$90.00
1120976,5046,1402553,01/15/2024,6,email_newuser,$45.00
1120977,5043,1403038,01/12/2024,8,Yahoo,$225.00
1120978,5040,1402713,01/21/2024,8,social_tiktok,$90.00
1120979,5030,1402871,01/02/2024,9,social_fb,$105.00
1120980,5049,1402846,01/02/2024,10,GA,$60.00
1120981,5037,1402861,01/10/2024,11,search_google,$70.00
1120982,5022,1402616,01/29/2024,9,email_new_user,$100.00
1120983,5042,1402574,01/17/2024,10,social_fb,$85.00
1120984,5029,1402813,01/25/2024,13,social_twitter,$120.00
1120985,5044,1402779,01/05/2024,8,affiliate_text,$80.00
1120986,5035,1402718,01/22/2024,10,affiliate_text,$80.00
1120987,5029,1402632,01/01/2024,11,email_existing,$120.00
1120988,5031,1402912,01/13/2024,9,Facebook Ads,$90.00
1120989,5023,1402770,01/26/2024,10,affiliate_text,$55.00
1120990,5029,1402637,01/13/2024,9,email_existing,$100.00
1120991,5023,1402634,01/16/2024,7,social_twitter,$55.00
1120992,5036,1402635,01/14/2024,6,email_existing,$230.00
1120993,5043,1402661,01/27/2024,8,email_new_user,$225.00
1120994,5025,1402965,01/26/2024,10,search_google,$85.00
1120995,5026,1402695,01/21/2024,8,google_search,$100.00
1120996,5031,1403041,01/20/2024,10,email_existing,$90.00
1120997,5050,1402993,01/01/2024,8,social_twitter,$80.00
1120998,5045,1402554,01/23/2024,8,Bing,$110.00
1120999,5020,1402995,01/27/2024,7,email_existing,$95.00
1121000,5027,1402861,01/27/2024,8,google_search,$120.00
1121001,5036,1402574,01/01/2024,6,email_new_user,$230.00
1121002,5025,1402890,01/14/2024,9,email_existing,$95.00
1121003,5045,1402585,01/31/2024,9,search_google,$120.00
1121004,5050,1402798,01/14/2024,7,search_google,$80.00
1121005,5020,1402871,01/31/2024,9,affiliate_text,$80.00
1121006,5050,1403093,01/16/2024,4,Google,$80.00
1121007,5027,1403063,01/16/2024,11,email_existing,$110.00
1121008,5032,1402720,01/05/2024,8,search_google,$90.00
1121009,5047,1402636,01/13/2024,5,affiliate_text,$75.00
1121010,5044,1402907,01/10/2024,7,search_bing,$90.00
1121011,5021,1402954,01/18/2024,8,email_new_user,$65.00
1121012,5029,1402631,01/24/2024,7,GA,$100.00
1121013,5021,1402591,01/12/2024,12,social_twitter,$65.00
1121014,5042,1402978,01/03/2024,8,search_google,$70.00
1121015,5036,1403013,02/18/2024,10,email_existing,$200.00
1121016,5023,1402613,02/24/2024,8,email_new_user,$55.00
1121017,5026,1402789,02/20/2024,9,social_fb,$95.00
1121018,5050,1402707,02/02/2024,8,search_google,$95.00
1121019,5040,1403031,02/06/2024,10,search_google,$85.00
1121020,5036,1402759,02/15/2024,12,search_google,$215.00
1121021,5040,1402539,02/17/2024,9,email_existing,$95.00
1121022,5047,1402667,02/17/2024,8,email_new_user,$80.00
1121023,5043,1402553,02/19/2024,10,search_google,$225.00
1121024,5048,1402600,02/13/2024,12,email_new_user,$205.00
1121025,5030,1402582,02/20/2024,8,search_google,$95.00
1121026,5042,1402701,02/20/2024,10,search_google,$80.00
1121027,5029,1402620,02/22/2024,8,affiliate_text,$120.00
1121028,5032,1403063,02/02/2024,7,search_google,$100.00
1121029,5028,1403001,02/17/2024,8,Bing,$70.00
1121030,5040,1402758,02/09/2024,9,TikTok,$95.00
1121031,5022,1402619,02/16/2024,7,search_google,$90.00
1121032,5048,1402956,02/03/2024,7,email_existing,$190.00
1121033,5040,1402859,02/13/2024,10,email_new_user,$85.00
1121034,5023,1402833,02/23/2024,8,social_tiktok,$55.00
1121035,5023,1403058,02/07/2024,8,search_google,$55.00
1121036,5024,1402745,02/18/2024,9,email_new_user,$125.00
1121037,5047,1402960,02/04/2024,11,email_existing,$70.00
1121038,5026,1402768,02/15/2024,9,search_google,$110.00
1121039,5050,1402525,02/15/2024,6,email_existing,$95.00
1121040,5024,1402926,02/23/2024,10,search_google,$115.00
1121041,5021,1402848,02/18/2024,9,email_existing,$60.00
1121042,5029,1402820,02/28/2024,10,social_twitter,$120.00
1121043,5039,1402543,02/02/2024,8,social_tiktok,$165.00
1121044,5048,1402753,02/06/2024,9,email_new_user,$190.00
1121045,5027,1403086,02/13/2024,10,social_twitter,$110.00
1121046,5032,1402655,02/24/2024,8,email_existing,$100.00
1121047,5045,1403091,02/12/2024,11,email_new_user,$110.00
1121048,5036,1402739,02/12/2024,8,search_google,$230.00
1121049,5022,1402656,02/13/2024,9,search_google,$100.00
1121050,5029,1402816,02/04/2024,9,FB,$100.00
1121051,5034,1402550,02/17/2024,9,Facebook,$210.00
1121052,5041,1402954,02/26/2024,13,affiliate_display,$195.00
1121053,5047,1402963,02/02/2024,11,search_google,$70.00
1121054,5036,1402985,02/22/2024,7,search_bing,$215.00
1121055,5050,1403036,02/22/2024,7,email_existing,$95.00
1121056,5047,1402734,02/22/2024,10,social_twitter,$80.00
1121057,5047,1402889,02/11/2024,9,search_google,$80.00
1121058,5043,1402572,02/07/2024,9,email_existing,$245.00
1121059,5033,1402542,02/26/2024,12,email_existing,$90.00
1121060,5041,1402796,02/19/2024,7,email_existing,$230.00
1121061,5036,1402538,02/13/2024,12,search_google,$230.00
1121062,5045,1403086,02/23/2024,12,email_new_user,$130.00
1121063,5045,1402721,02/26/2024,11,social_fb,$110.00
1121064,5037,1403021,02/10/2024,8,affiliate_text,$80.00
1121065,5045,1402531,02/09/2024,7,affiliate_text,$120.00
1121066,5050,1402690,02/24/2024,4,social_fb,$90.00
1121067,5043,1402761,02/10/2024,10,affiliate_display,$225.00
1121068,5026,1402531,02/15/2024,10,social_fb,$100.00
1121069,5031,1402784,02/20/2024,9,affiliate_display,$75.00
1121070,5033,1402862,02/03/2024,9,email_existing,$95.00
1121071,5045,1402681,02/19/2024,7,email_existing,$110.00
1121072,5034,1403025,02/25/2024,7,social_twitter,$225.00
1121073,5036,1403062,02/22/2024,9,email_new_user,$200.00
1121074,5020,1402801,02/09/2024,10,GA,$80.00
1121075,5036,1402820,02/03/2024,9,email_new_user,$200.00
1121076,5042,1402923,02/21/2024,8,email_existing,$70.00
1121077,5041,1403092,02/03/2024,11,search_yahoo,$230.00
1121078,5025,1402894,02/17/2024,9,affiliate_text,$95.00
1121079,5023,1402725,02/07/2024,3,email_new_user,$55.00
1121080,5025,1403079,02/21/2024,13,search_bing,$85.00
1121081,5031,1402884,02/20/2024,8,social_fb,$85.00
1121082,5026,1402954,02/18/2024,13,Google,$95.00
1121083,5030,1402578,02/19/2024,7,email_existing,$95.00
1121084,5041,1402583,02/26/2024,10,Google Analytics,$215.00
1121085,5036,1403035,02/24/2024,7,email_existing,$230.00
1121086,5034,1402557,02/06/2024,10,email_existing,$225.00
1121087,5042,1403057,02/06/2024,6,affiliate_display,$80.00
1121088,5034,1402556,02/21/2024,8,social_fb,$245.00
1121089,5045,1402948,02/17/2024,10,search_bing,$130.00
1121090,5043,1402814,02/09/2024,7,email_existing,$225.00
1121091,5021,1402566,02/03/2024,11,Google,$65.00
1121092,5020,1402835,02/10/2024,10,Bing,$80.00
1121093,5037,1402581,02/17/2024,10,affiliate_display,$70.00
1121094,5026,1402528,02/12/2024,8,social_tiktok,$110.00
1121095,5039,1402812,03/20/2024,9,affiliate_text,$165.00
1121096,5045,1402810,03/04/2024,7,affiliate_text,$110.00
1121097,5023,1402872,03/09/2024,10,Google,$50.00
1121098,5032,1402667,03/02/2024,9,email_new_user,$90.00
1121099,5043,1402760,03/15/2024,7,email_new_user,$225.00
1121100,5041,1402574,03/11/2024,9,email_new_user,$230.00
1121101,5036,1402903,03/06/2024,7,Bing,$200.00
1121102,5026,1402849,03/23/2024,10,search_google,$100.00
1121103,5049,1403003,03/27/2024,6,search_google,$60.00
1121104,5034,1402663,03/31/2024,7,Yahoo,$245.00
1121105,5047,1402737,03/23/2024,11,Yahoo,$70.00
1121106,5041,1402784,03/30/2024,9,search_google,$215.00
1121107,5024,1402807,03/04/2024,9,email_existing,$105.00
1121108,5029,1402852,03/31/2024,6,search_bing,$110.00
1121109,5046,1402823,03/04/2024,9,email_existing,$55.00
1121110,5026,1402625,03/11/2024,11,social_fb,$95.00
1121111,5042,1402848,03/12/2024,9,Bing,$80.00
1121112,5026,1403049,03/31/2024,10,social_tiktok,$95.00
1121113,5025,1402697,03/28/2024,8,search_google,$95.00
1121114,5050,1402643,03/30/2024,11,email_existing,$95.00
1121115,5028,1403021,03/12/2024,11,Google Analytics,$70.00
1121116,5022,1402832,03/12/2024,6,search_google,$100.00
1121117,5048,1402822,03/31/2024,6,affiliate_text,$205.00
1121118,5048,1402990,03/11/2024,12,search_bing,$190.00
1121119,5024,1402933,03/03/2024,8,email_existing,$125.00
1121120,5038,1403061,03/27/2024,7,email_existing,$165.00
1121121,5041,1402973,03/13/2024,9,search_google,$195.00
1121122,5043,1402615,03/30/2024,8,search_google,$225.00
1121123,5026,1402953,03/08/2024,9,email_existing,$100.00
1121124,5030,1402918,03/21/2024,6,email_existing,$90.00
1121125,5049,1403038,03/20/2024,14,Google,$55.00
1121126,5032,1403055,03/18/2024,6,email_new_user,$90.00
1121127,5034,1402581,03/28/2024,8,social_fb,$225.00
1121128,5031,1402605,03/13/2024,8,Yahoo,$90.00
1121129,5039,1402828,03/22/2024,6,Google,$165.00
1121130,5050,1402969,03/23/2024,5,affiliate_display,$80.00
1121131,5040,1402742,03/28/2024,11,email_existing,$85.00
1121132,5032,1402762,03/16/2024,10,social_fb,$90.00
1121133,5026,1402975,03/03/2024,6,search_google,$95.00
1121134,5022,1402542,03/27/2024,10,search_google,$90.00
1121135,5050,1402918,03/07/2024,3,social_fb,$95.00
1121136,5032,1403065,03/03/2024,8,Google Analytics,$105.00
1121137,5041,1402650,03/06/2024,10,social_fb,$195.00
1121138,5020,1402540,03/21/2024,12,email_existing,$90.00
1121139,5024,1402973,03/11/2024,10,email_new_user,$125.00
1121140,5048,1402808,03/27/2024,10,Facebook Ads,$205.00
1121141,5048,1403043,03/18/2024,9,search_google,$220.00
1121142,5040,1402853,03/25/2024,14,email_existing,$90.00
1121143,5044,1402692,03/25/2024,5,search_google,$75.00
1121144,5050,1403037,03/22/2024,8,Google,$95.00
1121145,5021,1402770,03/27/2024,8,search_google,$60.00
1121146,5127,1402765,03/03/2024,11,google_search,$45.00
1121147,5112,1403064,03/05/2024,8,GA,$145.00
1121148,5065,1402836,03/16/2024,8,email_new_user,$100.00
1121149,5015,1402571,03/18/2024,7,email_existing,$70.00
1121150,5000,1402882,03/06/2024,10,social_twitter,$110.00
1121151,5002,1402756,03/31/2024,7,email_existing,$105.00
1121152,5130,1403070,03/06/2024,13,email_newuser,$60.00
1121153,5125,1402951,03/31/2024,12,email_existing,$45.00
1121154,5113,1402778,03/30/2024,7,email_new_user,$175.00
1121155,5037,1402567,03/22/2024,11,email_existing,$70.00
1121156,5112,1402529,03/19/2024,9,search_google,$145.00
1121157,5051,1402807,03/03/2024,9,email_existing,$75.00
1121158,5039,1402975,03/10/2024,10,Bing,$195.00
1121159,5003,1402722,03/04/2024,10,email_new_user,$100.00
1121160,5107,1402566,03/11/2024,5,search_google,$230.00
1121161,5038,1402719,03/29/2024,10,Google Analytics,$165.00
1121162,5105,1402687,03/26/2024,10,social_fb,$210.00
1121163,5002,1402894,03/04/2024,6,affiliate_display,$90.00
1121164,5138,1402863,03/11/2024,10,search_google,$40.00
1121165,5037,1403017,03/15/2024,12,affiliate_text,$65.00
1121166,5108,1402673,03/25/2024,10,search_google,$205.00
1121167,5098,1402885,03/22/2024,6,Google,$225.00
1121168,5098,1402660,03/27/2024,8,email_new_user,$195.00
1121169,5002,1402983,03/08/2024,7,social_fb,$90.00
1121170,5080,1403052,03/07/2024,8,affiliate_text,$100.00
1121171,5070,1403103,03/04/2024,3,search_google,$120.00
1121172,5004,1402670,03/13/2024,10,search_bing,$95.00
